rain_1h,rain_24h,rain_72h,api_14d,soil_moisture,slope,soil_depth,rock_strength,ndvi,drainage,seismic_zone,road_cut,pore_pressure,ground_tilt,displacement_rate,risk
11.8467,29.3305,61.8496,44.4003,24.7887,34.7256,3.4021,5.3759,0.5455,2.1218,4,0.634,18.0495,0.0086,2.5324,0
27.4578,64.338,139.4266,217.5126,31.4466,32.6646,3.6041,3.5927,0.7712,2.2791,5,0.4397,39.817,1.0559,3.824,1
1.24,17.4726,45.5651,48.8076,16.3964,36.4484,3.2597,4.7725,0.6738,2.1624,4,0.7438,10.2442,0.1103,0.5933,0
18.3521,75.4849,218.0195,382.3194,42.2534,34.8351,2.0222,2.7793,0.4799,1.8586,4,0.5363,27.4142,0.65,1.2661,2
6.1874,18.6464,43.9439,49.9006,19.1906,33.4727,3.2651,4.4486,0.521,2.3036,5,0.9063,12.8431,0.0601,1.198,0
3.7403,11.9105,32.6143,63.637,22.4154,27.8719,2.0197,3.5071,0.7572,2.2964,5,0.7437,24.0756,0.4632,1.0305,0
3.2018,26.8961,57.0146,34.873,26.8417,46.5501,4.9964,4.2312,0.7839,2.1119,5,0.4013,20.4592,0.03,0.6676,0
7.1557,62.126,110.6914,161.2514,34.0435,24.5966,3.1684,5.6792,0.5936,2.2355,5,0.3121,36.6944,1.3146,2.9549,1
22.3074,95.24,265.4742,562.7689,44.6384,36.4211,1.5436,6.0378,0.743,3.6858,5,0.6786,50.0476,1.3661,1.8009,3
9.1808,27.5002,70.9665,136.7784,17.0309,30.4381,3.2141,3.0176,0.6461,3.0434,5,0.5057,13.2178,0.2752,0.4744,0
22.832,81.6076,109.0392,140.1378,28.6918,47.0764,4.2059,5.5453,0.5913,2.5216,5,0.7346,29.245,0.3576,0.4816,1
6.0034,53.9523,159.9916,201.4947,41.8443,25.7721,3.5585,5.6991,0.6247,1.5792,5,0.7423,36.9529,1.1767,0.204,2
61.78,163.2215,476.108,360.9621,37.0789,27.1179,2.5775,4.6247,0.4187,2.9257,5,0.7896,44.4796,0.5524,1.2217,3
15.146,69.1535,199.0623,150.8976,29.5868,25.2415,2.7896,5.658,0.5648,3.7007,5,0.853,35.8991,0.0904,0.2161,0
23.1964,115.7844,232.6439,213.2057,34.2539,35.5877,3.1418,3.885,0.5317,3.6383,5,0.6164,35.8469,0.5324,2.9265,2
4.7531,13.419,14.6601,9.9051,15.6962,22.0156,3.0043,3.7861,0.7303,2.5194,5,0.886,18.7659,0.2297,0.5779,0
8.9604,23.9507,60.6565,123.8333,28.414,29.1718,2.2664,3.7904,0.6324,2.8079,4,0.4445,20.4886,0.0124,0.1877,0
14.5526,36.6154,74.7628,156.5156,29.0842,15.7811,3.3392,5.0139,0.5692,1.936,5,0.8303,27.7977,1.4294,0.6408,1
13.1997,33.5334,81.0648,102.3825,27.5954,34.9234,2.1996,4.2027,0.7447,2.759,5,0.6422,29.5363,0.1783,0.4987,1
19.2577,135.383,339.3005,388.9012,38.936,28.9983,4.2541,3.5842,0.4035,3.0119,5,0.9304,40.1147,1.0842,1.9822,3
12.4216,45.6144,89.4962,145.76,28.8621,21.0955,4.364,3.6321,0.476,2.9036,5,1.0,26.3192,0.1994,0.6854,1
10.1814,31.3949,39.6645,52.3872,22.4603,41.6849,2.4971,4.3012,0.7643,3.3053,5,0.909,23.0358,0.9134,2.4544,0
29.0879,125.9984,209.849,169.7483,29.4716,22.5387,2.755,3.4508,0.6834,2.9957,5,0.9089,20.5184,0.0547,0.5823,2
20.9004,88.0444,130.3749,217.1938,36.1706,39.3755,3.0193,4.9684,0.3941,1.6203,5,0.7004,34.5816,0.8964,1.5799,2
1.367,4.4675,9.5842,14.1216,15.1057,27.3917,3.3716,5.4951,0.6284,2.3706,5,0.1924,18.8745,0.358,0.7693,0
8.5995,40.8705,100.68,107.5477,23.654,45.8126,3.6312,5.2738,0.4353,3.1972,5,0.923,16.8115,0.3162,0.9117,1
14.2051,43.383,45.2982,85.8674,32.0118,38.9964,3.8167,7.2111,0.5446,1.621,4,0.7213,24.9984,0.5552,1.8039,1
2.3215,10.7573,19.7219,26.8204,18.0875,24.9356,3.7957,4.7108,0.6595,2.6412,5,0.862,9.878,0.2372,0.9675,0
0.4165,1.1159,2.4652,3.7729,22.3911,25.6633,4.7985,5.9952,0.5956,2.3449,5,0.6532,23.6081,0.4198,2.1955,0
26.1707,96.0346,214.1337,425.9721,42.4738,37.8442,3.4543,4.4838,0.591,1.8572,5,0.8095,30.0521,0.8494,0.7353,3
0.9934,6.5425,14.2089,22.7,22.9249,30.901,2.2278,4.0216,0.493,3.1644,5,0.9229,18.0049,0.5867,2.2795,1
14.5299,38.1387,68.637,119.731,26.5687,31.6453,1.9517,4.4191,0.75,2.1291,4,0.5749,25.1317,0.3447,1.375,0
2.1286,7.1224,17.0421,23.0695,16.3252,43.1779,4.8722,4.4664,0.6646,3.8708,4,0.804,24.186,0.3329,0.5999,0
8.0206,38.4853,51.8516,95.6049,25.4781,27.0105,3.8587,4.1764,0.4953,2.4714,5,0.7009,19.726,0.2539,0.123,0
4.8593,31.5781,88.5815,175.4813,15.9691,33.7304,3.5858,3.2175,0.6159,3.2449,4,0.7693,20.7273,0.2203,0.6114,0
4.156,22.5677,34.3592,34.0341,15.7742,40.637,3.8041,3.3206,0.5597,3.6067,5,0.7526,15.424,0.2822,1.2758,1
23.4298,59.4246,114.5938,78.9572,24.2617,39.4729,3.5442,5.4332,0.5288,2.7975,4,0.9238,25.6713,0.3121,0.5041,1
5.4257,14.782,20.3632,34.8314,10.9049,31.7231,3.7899,5.1341,0.6188,2.6505,5,0.585,25.6116,0.4161,1.1775,0
7.2239,26.9846,73.7889,101.7861,24.5148,30.6888,3.0647,6.0787,0.8174,3.0609,5,0.7252,27.1974,1.7651,2.3215,0
23.7991,78.4369,205.7162,316.6043,29.7396,19.0895,4.3497,3.9072,0.4873,3.5935,5,0.7193,16.4334,0.3668,0.2399,2
22.4543,53.0419,119.7252,214.5897,33.913,24.55,2.9276,3.814,0.6731,2.7955,5,0.7512,34.4081,0.5062,0.1474,0
24.5676,86.542,148.5714,261.4609,37.0093,35.5469,2.587,3.1508,0.7112,2.18,5,0.4759,25.1956,0.5456,0.7157,2
3.991,13.7131,26.4803,49.3598,22.2894,31.8969,1.8782,5.3559,0.6634,1.7357,5,0.7725,17.9704,0.0152,0.9427,0
16.7979,85.7459,254.1787,466.9599,39.3903,33.5994,3.186,3.4079,0.7187,2.807,5,0.9201,32.8292,0.4494,2.5401,3
5.3302,97.1622,157.8488,237.1077,41.7519,41.314,4.5408,4.2691,0.5911,1.9954,5,0.6276,32.3958,0.44,1.2065,2
8.5153,53.0134,130.9009,136.622,24.6406,23.5014,2.9884,4.6132,0.6639,3.1554,5,0.453,23.1795,0.1118,0.038,0
9.1086,22.7711,59.7682,54.3286,16.6354,31.1106,2.1593,2.7365,0.616,3.3573,5,0.8258,17.5457,0.1657,0.576,0
5.4025,18.0233,22.8755,49.0415,16.1418,34.5097,3.6563,5.0769,0.4332,2.9499,4,0.5755,15.757,0.7378,0.614,0
6.7366,18.2623,24.7316,48.7555,11.7561,27.3667,2.814,5.3101,0.4647,2.5653,4,0.4422,7.0814,0.0431,0.3102,0
7.6147,20.226,25.3062,38.65,22.5511,44.4518,4.7934,4.5768,0.7371,2.9705,5,0.7026,17.6962,0.0165,1.2657,0
16.8606,94.2403,280.3449,330.1529,35.9476,40.2687,4.3671,4.2132,0.5403,2.617,5,0.4652,32.1241,0.4982,2.0643,2
3.5962,16.1788,21.6827,25.2128,16.5711,35.3211,2.2562,4.2677,0.5578,2.4434,5,0.4506,11.4955,0.2449,1.0951,1
17.0422,77.1461,229.665,358.6289,41.7514,47.3539,3.2435,5.7002,0.6995,2.3377,5,0.8496,36.4498,0.5749,0.8509,3
3.4189,13.8959,37.2825,52.658,22.0067,21.0088,2.7203,4.3533,0.584,2.67,5,0.7027,18.7444,0.6692,3.6779,0
13.8429,50.1965,118.4897,135.3555,27.8406,32.9382,2.3555,4.2798,0.6924,2.6113,5,0.4656,21.1287,0.2684,0.0905,0
0.5994,8.5826,14.5696,16.9486,16.0164,35.9307,3.3497,3.6134,0.5861,3.347,5,0.6033,15.6159,0.4809,0.4116,0
3.137,8.7361,18.1484,31.8726,16.1521,25.6836,4.1364,1.5009,0.4661,2.9447,5,1.0,20.6358,1.3858,1.5429,2
4.4804,12.4287,24.3331,15.1885,23.2216,35.4057,3.3265,5.3963,0.7322,1.8065,5,0.6774,6.6545,0.3925,0.0932,0
11.9997,66.0762,142.6523,100.2091,32.6787,24.1473,2.9355,4.2971,0.493,2.9009,5,0.6689,25.6919,1.0793,0.2912,1
6.4588,16.3233,20.0209,17.1088,23.1679,38.5245,1.4144,3.4246,0.764,2.6584,5,0.4917,4.6486,0.7169,1.2505,0
17.3047,65.3896,123.726,94.714,32.7975,41.4627,2.8008,6.4103,0.6745,2.7722,4,0.7028,28.4757,0.0259,0.126,0
2.5251,29.6305,72.5698,127.895,19.0856,35.1787,3.8966,4.7394,0.5321,2.4537,5,0.4752,24.6458,0.0716,1.2602,1
9.1276,37.5842,51.9473,40.5852,27.7339,18.1776,2.1923,4.094,0.6773,2.6242,5,0.4178,16.5902,0.5853,0.3865,0
8.259,30.531,36.8343,27.8859,23.2732,25.2657,4.5543,5.3182,0.5396,3.5906,5,0.739,28.1215,0.0762,0.7597,0
28.2616,68.5855,71.6588,109.6679,26.0096,37.5177,2.8747,4.6679,0.5006,2.383,5,0.4495,9.9987,0.1243,0.174,1
5.9458,13.4607,19.3536,36.8605,19.6281,33.1696,3.5743,4.6485,0.6275,2.2207,5,0.7408,21.6976,0.0913,0.323,0
11.6972,71.051,141.1647,264.3416,30.5622,11.448,3.0408,3.6913,0.7011,2.1825,4,1.0,30.051,0.1357,0.2411,1
67.3052,176.9471,427.3051,886.7673,70.65,42.9426,2.3413,4.9963,0.636,1.9622,5,0.8064,59.1432,0.7999,2.6444,3
4.815,29.8248,38.6037,46.549,22.4032,34.0933,3.7963,5.2403,0.5042,2.9634,5,0.4205,17.079,0.3859,0.0921,0
3.4202,24.2359,26.5543,16.7138,28.6066,26.4474,2.8618,3.6967,0.4248,3.3073,5,0.5517,24.1543,0.1422,0.5324,0
9.3373,27.831,72.3821,88.6611,25.3549,40.9596,2.6503,2.4051,0.5771,2.2455,4,0.4922,24.2016,0.826,1.5089,0
5.1384,21.8063,23.861,16.4147,27.9318,27.5797,1.2615,5.2501,0.4577,2.9203,5,0.6839,15.7101,0.2853,1.335,0
11.0957,32.9997,80.4822,103.3301,22.2296,27.4924,4.5724,4.9285,0.5872,3.2237,5,0.7773,35.377,0.6022,0.2592,0
11.1875,57.4543,155.5552,160.9311,29.729,35.8668,3.4055,5.1421,0.5955,2.7374,5,0.4359,27.9197,0.0163,0.5877,1
4.3329,22.5128,40.3495,54.5625,25.8401,47.2483,4.3959,4.3462,0.6926,2.6124,5,0.7071,26.0201,1.1527,1.2779,1
8.9615,30.2928,77.8608,101.2007,28.4274,45.9887,3.9582,5.2627,0.684,2.2067,4,0.9065,24.0302,0.2109,2.6554,0
19.6426,49.4757,88.7567,125.9297,24.6021,35.8777,4.3958,3.6471,0.7277,2.9741,4,0.7115,31.5452,0.3688,2.2038,1
5.5998,46.8218,101.6178,176.0345,27.0619,36.6991,2.8923,4.1134,0.5977,2.4587,5,0.5963,25.7089,0.0506,1.3683,2
5.3508,39.4992,115.067,215.1537,26.5055,39.332,2.1648,3.2531,0.5478,2.9615,5,0.8918,22.3353,0.5618,2.3481,2
4.4322,21.5625,47.7917,41.5732,22.2144,22.9441,4.0864,5.4575,0.6571,2.2932,4,0.9275,29.3957,0.007,4.0244,0
9.0745,46.4139,92.5007,185.7326,30.1009,38.1532,3.5172,4.2532,0.655,2.7953,5,0.7125,26.298,0.7793,3.0709,0
17.4787,41.213,111.4493,113.5625,23.0662,27.1274,2.9803,4.5318,0.6493,3.2541,4,0.6482,21.0444,0.1922,1.7519,0
14.5916,42.7129,73.569,104.7249,24.3994,35.5478,4.0684,4.7333,0.8483,2.8903,5,0.7438,20.713,0.085,1.1901,1
7.5239,41.8122,47.7617,69.0165,23.2297,31.1803,3.6773,4.0614,0.6864,2.2184,5,0.9709,30.9901,0.3454,1.198,1
6.1602,51.4059,130.1914,254.4384,29.607,37.0097,3.975,5.1224,0.7538,1.943,4,0.5403,30.9998,0.0373,0.943,1
5.4431,14.0296,40.2926,60.0225,23.0828,33.9448,2.4798,5.958,0.4591,2.6429,5,0.7719,26.89,0.0858,0.4814,0
4.8727,46.5827,110.5124,101.716,26.9239,8.4158,4.2799,5.2797,0.4734,3.4331,4,0.962,37.2344,0.7455,0.8813,0
6.1494,44.1487,88.96,69.5069,29.6618,34.4311,3.3958,2.5767,0.4994,3.075,5,0.894,26.8026,0.6645,1.6716,1
6.0326,51.3182,130.5521,164.5674,22.7292,38.1372,4.3764,4.4098,0.602,3.7868,4,0.3135,27.9931,0.0727,0.0362,1
0.4567,1.0281,2.1262,2.8077,13.9557,36.5674,4.2714,4.4552,0.5814,4.2445,5,0.7166,15.9084,0.9948,0.5743,0
12.1737,116.818,141.4231,253.2251,37.4058,32.1793,4.0177,5.5423,0.6343,2.5402,5,0.8342,32.801,0.0021,1.5464,1
19.0032,46.4076,121.7824,172.1997,23.1303,46.1373,3.3,3.7509,0.8148,2.981,5,0.8428,25.2796,0.5911,2.2437,2
12.1421,67.1253,101.1134,93.5078,30.3656,35.491,4.0386,3.2596,0.5883,2.5981,5,0.9681,21.016,0.3586,1.9817,1
2.2969,8.2274,22.8311,32.6917,20.0546,36.5014,4.3997,5.1356,0.6629,2.274,5,0.4897,33.987,1.6681,0.1817,0
2.7909,37.2129,59.3699,115.8334,22.6868,41.3559,3.9461,4.2808,0.61,2.8655,4,0.6308,19.395,0.8513,0.8173,0
15.0818,38.2847,56.0107,99.3316,21.2262,35.9007,3.5823,3.6762,0.7407,2.7531,5,0.7829,15.1769,0.0569,1.1816,0
3.0093,24.789,50.6168,94.4685,24.6269,25.8159,4.0407,4.0399,0.6828,2.5717,5,0.7537,27.4476,0.6519,1.892,1
5.9827,54.867,72.2988,75.8511,24.4482,13.4933,2.9269,2.8889,0.5935,2.3893,5,1.0,28.3652,0.2178,0.2045,0
5.2396,43.7575,61.8893,92.5882,20.0696,29.183,4.7626,4.4701,0.725,2.6819,5,0.4964,27.6811,0.0727,0.8687,0
13.4966,46.5034,70.5268,150.9249,26.2891,39.0876,1.8864,3.9962,0.6794,2.3804,5,0.897,18.9535,0.1734,1.0217,1
31.4144,79.401,171.6833,304.2431,40.4079,30.1752,3.431,4.833,0.7123,2.518,5,0.7789,32.273,0.3991,2.1837,2
35.7862,82.3729,201.647,257.5658,46.2947,39.4094,3.0346,4.0951,0.6058,1.9382,5,0.644,40.365,0.5395,1.5091,2
2.2635,24.6488,49.5424,44.4437,26.9638,34.1898,2.8232,4.3355,0.6864,2.1139,4,0.7483,18.9525,0.3756,0.5917,0
1.1793,11.7187,29.0569,40.4368,20.6461,43.3045,3.6747,3.8447,0.5705,2.2778,4,0.7676,14.3097,0.1206,3.4074,1
26.9813,60.6157,130.0473,79.5935,30.0328,30.6383,2.3871,4.0454,0.4678,2.7206,4,0.3623,24.3249,0.4302,1.9762,0
4.5193,26.4753,67.7049,82.6111,14.8722,36.7409,5.3367,3.1702,0.5404,2.6487,5,0.7124,18.556,0.7788,2.2139,2
2.3566,19.587,58.1262,67.9187,20.5241,37.0471,2.1831,5.3322,0.6796,2.2458,5,0.8037,15.3209,0.3297,3.0689,0
12.1764,72.1967,130.4367,229.9754,33.4548,45.0128,2.5439,4.2583,0.6694,2.3,5,0.8833,28.0622,1.16,1.6778,2
8.7117,23.8619,70.5001,99.8731,22.5104,19.3469,2.4589,2.3109,0.5108,2.7258,5,0.7327,17.0638,0.375,2.0459,0
6.0132,75.6925,176.2139,171.4678,34.5558,29.3327,3.5786,2.7146,0.7789,2.3138,5,0.7941,24.8887,0.1968,1.8331,2
20.1447,111.8285,160.2608,288.3028,42.9129,39.7881,4.3131,5.3375,0.4709,2.0279,5,0.7805,39.3055,0.8161,1.2467,2
0.6422,6.7344,12.8641,13.9632,25.3902,45.3672,3.8734,4.2568,0.6214,3.0095,4,0.7566,24.4444,0.6474,1.7978,0
21.6367,58.1943,148.3977,126.3187,29.3196,34.9206,4.7251,4.2801,0.5462,1.7828,4,0.7173,33.8357,0.301,1.4436,1
4.765,14.0689,22.6792,14.6742,26.0818,30.6584,2.6555,4.2973,0.6254,1.9764,5,0.7464,20.5416,0.6101,1.2119,0
5.0961,16.5788,31.1133,52.3808,18.0935,39.0569,3.9928,4.7874,0.4373,3.273,4,0.8483,15.2592,0.4532,0.0576,0
45.4674,111.9075,265.8937,544.3553,47.1478,39.9496,3.1268,5.8306,0.3833,1.9062,5,0.5625,47.76,2.5529,1.5219,3
7.8073,27.1453,77.1544,169.2048,18.0714,30.1227,3.6053,4.7451,0.5208,3.497,5,0.5938,11.4478,0.1775,0.9855,0
10.1299,40.1894,95.0345,120.3995,28.6843,35.6425,4.3978,4.6074,0.6883,1.9052,4,0.6527,29.929,0.3148,0.8953,0
35.4328,79.1084,201.6673,376.5353,39.1413,42.4442,1.877,3.7287,0.6244,2.0216,5,0.6442,14.5502,0.245,0.1859,2
10.5852,38.7906,70.1694,116.7858,19.1955,48.1237,5.1919,2.7574,0.4239,1.9694,5,0.5579,31.2031,0.8365,2.8993,2
13.8351,40.8734,91.5474,120.2372,27.7946,38.9408,3.2693,4.7745,0.7258,1.8144,4,0.7219,28.0593,0.4582,0.274,1
32.9104,84.1982,195.6142,259.3871,29.3435,33.3531,1.954,4.8553,0.6287,3.4388,5,0.7461,24.375,0.2968,0.4317,1
21.2201,56.9237,71.8786,88.4411,19.5989,32.5674,2.7764,5.3997,0.698,3.321,5,0.961,17.4062,0.9462,1.2595,1
28.8546,75.441,171.5594,374.0422,40.887,37.4592,3.4921,6.0121,0.556,1.7653,5,0.5655,44.2608,0.0951,0.5701,2
9.2073,51.7539,70.0839,108.6072,17.4251,32.0746,2.7762,3.1401,0.367,3.5452,5,0.654,12.2563,0.3545,1.9553,1
27.336,78.6409,105.5203,151.593,30.1288,34.5171,1.5569,3.686,0.7934,1.8662,5,1.0,24.6619,1.2732,0.8264,2
2.0087,14.3679,42.1193,79.962,13.3992,24.537,3.4871,4.9683,0.5777,4.3788,5,0.5407,15.1626,0.2649,0.8198,0
2.2185,5.3745,6.6561,13.5176,18.1165,43.3765,2.7504,4.3012,0.7285,2.513,5,0.799,7.0326,0.4069,0.3118,0
5.4378,20.1009,27.0061,58.2515,20.7378,23.8785,3.986,5.7434,0.55,2.2411,5,0.4814,29.082,0.6065,0.2373,0
19.993,224.2158,314.4479,673.3833,59.744,29.5431,2.4385,4.1064,0.6121,2.9008,4,0.7459,35.9941,0.7858,0.2927,3
8.4478,20.4431,29.2866,32.4285,29.4592,33.7807,5.4354,6.301,0.3885,2.0738,5,0.6807,39.2507,0.0653,0.3836,0
2.0646,6.2377,15.1913,29.2826,20.1645,48.9279,3.8623,4.356,0.4924,1.7534,4,0.8119,23.1295,0.3874,1.4362,0
15.9869,45.2343,82.6546,156.2595,25.3451,29.6185,3.5771,5.9277,0.7927,2.3398,5,0.6673,21.0716,0.3462,0.2169,0
10.8825,83.0467,246.8531,209.1857,29.9687,27.6719,3.9608,1.8931,0.7135,2.6503,4,0.8218,35.6874,0.6952,1.7369,2
2.2428,16.705,41.3877,32.0314,22.9854,28.5935,1.7606,4.7863,0.754,1.3041,5,0.7841,18.9508,0.3489,0.402,0
10.0998,45.6758,70.4417,137.3824,31.2994,46.2712,2.9527,4.3233,0.6632,2.0636,5,1.0,19.5448,0.341,2.7215,2
14.3579,45.3604,52.7905,100.6711,24.2574,10.5012,5.0047,2.2064,0.6327,3.773,5,0.5519,30.5439,0.2479,0.7181,0
15.0769,41.9655,95.6329,136.1845,35.0694,24.9781,3.1119,4.2847,0.7241,2.596,5,0.4939,30.6025,0.2116,0.1511,1
15.1994,47.9089,76.0283,148.2828,30.0314,54.8503,3.3435,3.0622,0.7189,1.1628,4,0.6816,23.3599,1.1154,1.7227,1
12.9311,53.5463,70.7317,155.0421,25.1666,37.7271,2.9802,3.7803,0.6393,2.6021,5,0.8048,30.7105,1.6683,1.1172,1
18.2848,117.0046,202.8514,143.3851,30.2213,24.1521,4.7181,4.6052,0.6125,2.8158,5,0.8426,28.7851,0.0564,0.8122,2
2.4537,6.8906,12.1006,22.4567,12.2842,32.6647,3.1798,4.1771,0.7245,2.5905,4,0.6006,13.2695,0.5502,1.223,0
18.3641,56.4629,109.8141,232.0603,30.1589,33.5396,2.2733,4.6563,0.4653,3.072,5,1.0,26.7814,0.7158,1.4485,1
2.05,5.4856,8.5691,14.5864,19.4557,39.769,5.7209,4.4572,0.5609,2.4275,5,0.6912,27.4939,0.2574,2.0129,0
3.8385,46.0595,104.6643,164.1457,24.3905,47.716,2.1625,6.6544,0.4187,3.2107,5,0.4245,26.1328,0.002,0.2932,0
19.3557,50.6657,134.014,242.3289,23.6351,36.1084,3.3124,4.5592,0.4763,2.593,5,0.7343,23.9912,0.7198,0.4732,1
12.8539,74.6533,194.6053,410.4689,45.0785,28.6817,2.6424,4.4125,0.6273,2.6704,5,0.6953,39.8836,0.1773,0.6032,2
3.2603,8.8326,12.3828,20.9715,24.4157,39.2967,2.7686,4.7209,0.7007,2.8086,4,0.6574,10.2131,0.0802,0.5111,0
10.1149,32.9824,58.126,35.7386,17.8104,27.414,2.4462,4.2738,0.8373,3.0181,5,0.7397,7.1651,0.0248,0.9569,0
7.1084,16.7503,42.7992,84.4952,22.7351,24.7333,2.914,2.716,0.5854,2.8142,5,0.7514,23.2754,0.0536,0.6919,0
24.6615,103.681,250.8306,206.4011,38.707,18.9207,4.2856,4.9918,0.5476,2.1542,4,0.5514,36.2144,0.0905,1.4709,2
20.1909,48.0086,89.0918,125.1609,26.2723,20.479,1.6882,5.5907,0.5904,3.5617,5,0.526,26.41,0.3072,0.4317,0
14.4745,35.8128,48.5299,74.9615,34.3559,25.8284,4.5347,5.8552,0.6315,2.1304,5,0.5302,24.1473,0.1022,0.3435,0
8.4706,23.6348,32.6018,44.1463,16.1759,23.5777,4.3796,4.9894,0.8343,2.0795,4,1.0,15.3259,0.1669,0.8717,0
4.281,20.3835,52.6774,92.358,20.5502,35.5059,3.8582,4.0311,0.6011,1.4332,5,0.66,25.4741,0.4681,0.5142,1
31.1467,147.5573,167.8042,242.6515,40.3765,23.4048,3.5136,4.5629,0.4578,2.4473,5,0.9087,37.4391,0.8189,0.2929,2
27.9973,86.7072,121.7587,114.6264,33.7219,8.0,3.649,6.0864,0.6502,2.3012,5,0.9134,28.6211,0.6649,1.5142,1
9.6126,31.0334,35.2988,41.0254,27.4851,24.6487,4.6811,4.076,0.611,2.6408,4,0.6327,22.0023,0.3158,2.3622,0
13.5082,33.1426,37.8372,61.2613,24.7609,29.2251,1.8288,3.1065,0.5951,2.1025,5,0.7932,16.0945,0.2496,2.5333,0
17.6568,80.7594,84.7707,143.5354,23.5558,28.1564,4.0546,6.5093,0.5652,3.5901,4,0.8153,24.1629,0.0009,1.4508,0
53.9074,154.2847,352.4383,604.6016,54.2772,45.1562,2.7284,3.2819,0.8692,2.2479,5,0.5504,47.0088,0.8335,2.487,3
11.1658,65.34,171.127,374.3141,40.5367,28.0917,4.1432,2.7282,0.5344,2.2478,4,0.5627,43.2016,0.9207,2.4523,3
10.0195,24.4099,69.5893,94.5457,21.4748,40.0474,2.8478,4.6191,0.4004,2.5572,5,0.8165,24.2472,0.6548,2.7666,1
0.4381,1.2513,3.0636,6.7328,14.7576,32.8481,4.0362,4.7088,0.522,2.8247,4,0.6983,6.9226,0.0526,1.1264,0
6.9262,15.9146,46.4412,93.3125,14.1145,32.6616,2.0064,4.7581,0.5363,3.3258,5,0.3053,4.8264,1.0124,0.345,0
1.3303,17.8397,48.014,40.9226,24.4387,26.317,1.8767,5.1783,0.4354,2.9153,5,0.587,9.2307,0.2437,0.5518,0
3.522,7.8585,17.999,22.2876,16.4265,32.5297,3.2982,4.1383,0.5755,2.9047,5,0.5517,11.5907,0.0095,1.6354,0
16.0828,41.539,62.9056,116.0172,30.0531,26.8792,4.692,4.1527,0.8097,2.6716,5,0.632,36.3073,0.5258,2.1673,1
32.0074,79.6544,105.767,204.0879,39.3759,34.3602,3.8827,3.7268,0.4348,2.1084,5,0.4333,36.4724,0.5178,1.612,2
16.6861,48.6878,84.9088,65.8887,24.2313,31.11,3.8762,4.4368,0.4199,2.2301,4,0.7164,30.8909,0.1689,0.3865,0
1.2944,3.5949,4.0426,8.3485,17.5912,25.443,4.1742,4.8419,0.6969,1.269,5,0.7486,16.6972,0.3432,0.4293,0
10.86,32.8587,94.006,120.0721,17.3832,40.9352,3.0427,5.2068,0.5739,2.412,5,0.676,15.9148,0.2978,1.2374,1
20.8419,49.8888,65.448,61.9174,18.9812,36.4147,3.9497,3.4022,0.5504,2.9839,5,0.6237,12.6455,0.2548,0.8878,1
4.2338,11.1763,12.7043,25.6998,22.38,29.4155,2.8783,3.0538,0.7404,2.4443,4,0.5768,15.4934,0.3085,0.6055,0
11.2953,44.6221,53.55,41.8632,28.5048,34.1639,3.1174,5.185,0.5279,2.8596,5,0.7569,15.7424,0.426,0.9631,0
6.1845,22.8219,33.1454,29.7115,18.9436,32.3294,3.2291,3.771,0.3965,3.7398,5,0.4324,13.9312,0.2651,0.1971,1
6.8962,74.9198,76.8026,121.1717,29.3469,26.0593,2.909,3.3148,0.7041,2.6637,5,1.0,28.0717,0.3534,0.2359,1
3.7053,37.6527,76.0357,136.3836,25.5493,33.564,3.3406,2.4499,0.5921,2.9446,5,0.9042,17.1126,0.5146,2.2718,2
2.6183,17.8311,49.9712,61.6144,18.72,28.0319,3.1709,5.7074,0.5852,2.6699,4,0.2711,19.6619,0.8759,0.0113,0
24.0668,91.2716,256.2308,394.8868,43.2638,25.4405,2.7631,4.5757,0.3466,2.1094,4,0.9748,26.195,0.4035,0.6965,3
12.6087,40.1508,86.5641,58.5586,21.0828,20.0179,3.2735,4.8455,0.4699,2.472,5,0.7586,10.4944,0.1606,0.5491,0
39.3877,88.1769,198.4942,378.5384,44.3002,30.1311,3.5397,4.7374,0.5741,1.9464,5,0.7504,29.4124,0.4053,0.1288,2
31.1596,128.1248,154.5629,311.488,35.6561,37.5358,2.4101,4.5125,0.4616,3.109,4,0.6313,26.6367,0.9552,0.1386,2
3.3635,7.5674,19.8782,38.3882,18.9028,27.4427,3.7757,4.2768,0.7242,3.1575,4,0.8209,11.7483,0.122,2.4353,0
6.3674,60.2764,157.5846,264.7277,33.6994,53.1657,2.9557,4.2297,0.5916,2.5444,5,0.6202,28.5131,0.7907,2.1161,2
12.2522,32.7551,71.5002,143.4026,26.7227,40.0855,3.5784,3.3231,0.5688,3.6618,5,0.5645,26.4107,0.5801,3.3534,1
0.7142,9.6066,11.2016,24.1763,20.9987,43.4346,2.8012,2.5346,0.7267,2.4643,5,0.6184,9.1313,0.3076,1.3302,0
1.1658,2.5967,2.691,5.495,19.5961,39.3619,4.3454,6.5456,0.5242,3.1237,5,0.6128,30.161,0.2928,2.1009,1
7.9561,29.4073,52.0803,90.6611,19.3268,47.8229,4.2605,4.338,0.6501,2.4515,5,0.692,5.4919,0.031,0.8106,0
6.5088,98.9447,277.6634,256.3922,36.2473,26.704,2.4556,3.8625,0.6001,2.8681,5,0.7441,43.4443,0.6763,1.0851,2
31.3061,146.368,309.3166,551.7858,59.8705,12.5141,3.8725,3.499,0.7091,1.7637,4,0.2727,33.4761,0.0301,0.9956,3
